index,faithfulness_score,pred_score,hallucinated,actual_output,pred_label,true_label
625,0.0,1.0,1,Suffolk County is the sister school's location.,1,1
247,1.0,0.0,0,yes,0,0
752,0.6666666666666666,0.33333333333333337,1,"No, George Avakian is a record producer and Bobby Managoff is a wrestler, but both of them have Armenian descent.",0,1
31,0.6666666666666666,0.33333333333333337,1,"Randal Kleiser and Kyle Schickner are both American Hollywood personalities, but they originate from different states.",0,1
877,1.0,0.0,0,Benny Andersson,0,0
177,1.0,0.0,0,Ulster,0,0
753,0.5,0.5,0,alcohol,0,0
438,1.0,0.0,0,Serge Haroche,0,0
879,1.0,0.0,0,Mary Stanley,0,0
878,0.5,0.5,0,Laura Ellen Kirk,0,0
312,0.5,0.5,1,Insight Sports is owned by Larry Tanenbaum.,0,1
689,0.0,1.0,1,The fifth governor's birth year was not recorded.,1,1
26,1.0,0.0,0,Rockstar Games,0,0
557,0.5,0.5,0,"8,765,000",0,0
248,0.5,0.5,0,Rashida Jones,0,0
313,1.0,0.0,0,magazine,0,0
152,0.25,0.75,0,RED,1,0
375,0.5,0.5,0,My Own Worst Enemy,0,0
376,1.0,0.0,0,Sri Lanka,0,0
622,1.0,0.0,1,Men and women compete in different events.,0,1
159,1.0,0.0,0,yes,0,0
440,1.0,0.0,1,Rick Seibold has worked with artists who have performed in popular television series.,0,1
377,0.5,0.5,0,John Anthony Randle,0,0
881,1.0,0.0,1,Kerrygold Irish Cream Liqueur is owned by a company that mainly sells agricultural products.,0,1
232,0.5,0.5,0,no,0,0
249,1.0,0.0,0,"H. Bruce ""Lucky"" Humberstone",0,0
22,0.5,0.5,0,Lorraine Vivian Hansberry,0,0
86,0.75,0.25,1,Luck Be a Lady Tonight.,0,1
755,0.75,0.25,0,Cognizant,0,0
207,1.0,0.0,0,Cynthia Karen Loving,0,0
527,0.3333333333333333,0.6666666666666667,1,The famous actor in Spaceballs is John Candy.,1,1
754,0.0,1.0,1,"Exactly 1,600 German scientists were recruited.",1,1
880,0.0,1.0,1,"""The Adventures of Brer Rabbit"" was adapted into ""Bambi"".",1,1
441,0.0,1.0,1,Elizabeth Stuart was born first.,1,1
882,1.0,0.0,0,Béla Viktor János Bartók,0,0
439,0.16666666666666666,0.8333333333333334,1,Chris Vance is the second actor after Benedict Cumberbatch to play Frank Martin.,1,1
442,0.0,1.0,1,Aurela Gaçe won the Albanian Music Festival.,1,1
314,0.6666666666666666,0.33333333333333337,1,"One of the entrants was Raymond Mays, a talented driver from Bourne.",0,1
756,0.0,1.0,1,The capital of Djoièzi is Moroni.,1,1
39,0.0,1.0,1,The lead artist's name is Stephen Jackson.,1,1
315,0.5,0.5,1,Dayton's department store.,0,1
520,1.0,0.0,0,SBS,0,0
250,1.0,0.0,0,Yakshagana,0,0
195,1.0,0.0,0,American,0,0
251,0.0,1.0,1,Simone Kirby was not in any Irish dramatic television series that aired between 2010 and 2014 on RTÉ Television.,1,1
316,0.5,0.5,1,Emilio Botin was a banker that ran an institution that merged with Citigroup.,0,1
757,0.6666666666666666,0.33333333333333337,1,"Matka"" gambling or satta"" originally involved betting on the opening and closing rates of cotton transmitted from the Bombay Stock Exchange.",0,1
529,0.0,1.0,0,Polka,1,0
530,1.0,0.0,0,"Palm Desert, California",0,0
171,0.75,0.25,0,Lincolnshire Posy,0,0
525,0.0,1.0,1,The Russian military produced the helicopter.,1,1
317,0.0,1.0,1,Bundestag and Reichstag building are located in two different cities.,1,1
379,0.5,0.5,1,"General Jefferson C. Davis died in 1879, but not in Alaska.",0,1
318,1.0,0.0,0,Coronation of the Virgin,0,0
19,0.0,1.0,1,The Babylonians invented the cuneiform script.,1,1
883,0.0,1.0,1,"Trevor Prangley's other division is ""Heavyweight.""",1,1
444,0.0,1.0,0,Pan American Games,1,0
443,0.0,1.0,1,goalkeeper and free kick specialist.,1,1
227,0.5,0.5,1,Hot Rod was founded earlier.,0,1
445,0.0,1.0,0,yes,1,0
38,1.0,0.0,1,The Indogrammodes genus of moths found in India has only one species.,0,1
378,1.0,0.0,1,The combat flight simulator video game features the bombing of Los Angeles by Japan.,0,1
758,1.0,0.0,1,"The population of Bassingham is 1,425.",0,1
526,0.0,1.0,1,"The pop singer in the lead role in ""Tere Bin Laden"" received six Lux Style Awards.",1,1
885,1.0,0.0,0,1 million,0,0
252,0.0,1.0,0,Metallica,1,0
511,1.0,0.0,0,Blackstar,0,0
884,1.0,0.0,0,High Plains,0,0
24,0.0,1.0,1,Pavel Urysohn and Leonid Levin collaborated on mathematical research.,1,1
174,1.0,0.0,0,Donald Trump,0,0
257,1.0,0.0,0,1975,0,0
253,0.5,0.5,1,Michael Beasley played for Penny Hardaway.,0,1
380,0.6666666666666666,0.33333333333333337,1,The Pirna 014 was designed by engineers from Junkers in Stuggart.,0,1
383,0.5,0.5,1,Call Me Kuchu and That's Dancing! are both movies about movement.,0,1
320,0.5,0.5,1,"The song Zaalima is from ""Jab Harry Met Sejal"".",0,1
381,1.0,0.0,0,Train to Busan,0,0
760,1.0,0.0,0,Fox,0,0
218,1.0,0.0,0,Sports Illustrated,0,0
319,1.0,0.0,1,Chris Evert is not from Italy but Mara Santangelo is.,0,1
382,1.0,0.0,0,"1,647",0,0
209,1.0,0.0,0,Heroica Matamoros,0,0
888,1.0,0.0,1,Jinchang and Liling are situated in Asia.,0,1
886,1.0,0.0,0,no,0,0
198,0.5,0.5,0,East Dulwich,0,0
34,1.0,0.0,0,Oleg Menshikov,0,0
759,0.0,1.0,1,"Abraham Roqueñi Iglesias holds notable wins over Andy Souwer, the Dutch welterweight shoot boxer, who he defeated in 2005 and 2015.",1,1
384,1.0,0.0,0,Micromeria,0,0
446,1.0,0.0,0,Sleeper Agent,0,0
887,1.0,0.0,1,The species of Spruce found in Rensselaer Plateau is native to the Adirondack Mountains.,0,1
256,1.0,0.0,0,Brazil,0,0
762,1.0,0.0,0,Edward Burne-Jones,0,0
35,1.0,0.0,0,"Las Vegas, Nevada",0,0
761,0.6,0.4,0,game shows,0,0
385,1.0,0.0,0,Camp Chapman attack,0,0
448,0.0,1.0,1,United 300 and 300 were both made in different countries.,1,1
548,0.6666666666666666,0.33333333333333337,1,Robert Oliver Reed died in 1998.,0,1
447,1.0,0.0,0,no,0,0
258,1.0,0.0,1,Jessica Alba made $1.7 billion.,0,1
321,1.0,0.0,1,Alvarezsauroidea was named after a historian.,0,1
763,1.0,0.0,0,his speed on the ball,0,0
259,0.0,1.0,0,300,1,0
20,0.0,1.0,1,"Mall del Norte was actually the largest mall in South Texas until La Plaza Mall was built, making it the second largest.",1,1
260,0.5,0.5,1,The architect who designed the Lincoln Memorial was John Bacon.,0,1
502,1.0,0.0,0,South Park,0,0
181,0.0,1.0,1,"The silver medalist, Joe Joyce, was born in the same year as the Summer Olympics.",1,1
322,0.0,1.0,1,George Marshall was born before Allan Dwan.,1,1
545,1.0,0.0,0,Burchardia,0,0
890,1.0,0.0,0,Count Francesco Baracca,0,0
449,1.0,0.0,0,yes,0,0
37,1.0,0.0,1,Anthony Precourt owns the team.,0,1
43,1.0,0.0,0,Walt Disney,0,0
261,0.5,0.5,0,plants,0,0
230,0.5,0.5,1,"Pam Veasey is American, but Jon Jost is not a native American.",0,1
323,0.5,0.5,1,R Adams Cowley's surgical clamp was a favorite tool of President Eisenhower.,0,1
388,1.0,0.0,0,1969,0,0
450,1.0,0.0,0,The Melvins,0,0
451,1.0,0.0,0,Brothers Quay,0,0
200,0.5,0.5,1,Both were involved in filmmaking.,0,1
36,0.0,1.0,1,"Van Halen is responsible for bolstering Quiet Riot's hit ""Metal Health.""",1,1
549,1.0,0.0,0,1892,0,0
176,1.0,0.0,0,"August 5, 1962",0,0
764,1.0,0.0,0,Bihar,0,0
170,0.0,1.0,1,Audrey Kathryn Lindvall was discovered by IMG scout at the age of 14.,1,1
547,1.0,0.0,0,"more than 150 works, including five symphonies and eight operas.",0,0
386,0.0,1.0,0,The Classic Crime,1,0
263,1.0,0.0,0,"Washington, D.C.",0,0
892,0.3333333333333333,0.6666666666666667,1,Trade unions were legalized during Tony Blair's administration.,1,1
387,1.0,0.0,0,Australia,0,0
324,0.0,1.0,1,Anita Lane was older than Nick Cave.,1,1
891,0.75,0.25,1,Bonds on Bonds aired on NBC.,0,1
389,1.0,0.0,1,The album that contained Dave Grohl's favorite song was released in 2011.,0,1
766,0.6666666666666666,0.33333333333333337,1,Lookwell was almost picked up as a series by David Letterman.,0,1
765,0.0,1.0,1,The Carolinian is the busiest route.,1,1
893,1.0,0.0,1,The 15th pick of the 2011 NFL Draft was born in the summer of 1989.,0,1
453,0.0,1.0,1,Cia Berg was inducted into the Rock and Roll Hall of Fame.,1,1
325,0.6666666666666666,0.33333333333333337,1,Borovička is made of juniper berries and contains the chemical formula C2H5OH known as ethanol.,0,1
25,1.0,0.0,0,Charleston,0,0
264,1.0,0.0,0,Kelli Ward,0,0
452,0.0,1.0,1,The Jazz did not sign any other free agents.,1,1
390,1.0,0.0,0,Anthony Hopkins and Jessica Lange,0,0
767,0.5,0.5,0,Lancashire League,0,0
196,0.0,1.0,1,James Henry Miller's wife was British.,1,1
233,0.8,0.19999999999999996,0,Keyshia Cole,0,0
262,0.5,0.5,1,"Subway 400 is held in 45,000 countries.",0,1
894,1.0,0.0,0,1843,0,0
327,1.0,0.0,1,"The creator of the current arrangement of the ""Simpson's Theme"" was born in 1941.",0,1
178,0.5,0.5,0,Carlos Arturo Bacca Ahumada,0,0
768,0.0,1.0,0,eclectic mix of musical styles,1,0
889,0.0,1.0,1,The 2013 slasher film that Alexandra Daddario starred in was directed by Michael Bay.,1,1
769,0.0,1.0,1,Henri Leconte won more Grand Slam titles.,1,1
506,0.0,1.0,1,The Nol Card actually came out first.,1,1
515,0.0,1.0,1,The British/Irish digital television channel that features Spliced first launched in 2003.,1,1
537,0.5,0.5,1,"Jeremy Brock adapted ""The Eagle"" from his own screenplay, ""Mrs Brown"".",0,1
32,1.0,0.0,1,Southwest Georgia Regional Airport is not in Tennessee.,0,1
326,0.6666666666666666,0.33333333333333337,0,George Gipp,0,0
391,1.0,0.0,0,yes,0,0
44,0.6666666666666666,0.33333333333333337,0,"""Cosmicomics""",0,0
330,0.0,1.0,1,Annette Bening received her Hollywood star in 1988.,1,1
228,0.0,1.0,0,no,1,0
267,1.0,0.0,0,American,0,0
454,0.3333333333333333,0.6666666666666667,1,"Hall of Fame Racing is a team created by the joint venture which includes QBs Roger Staubach, Troy Aikman and Bill Saunders, but not in 1989.",1,1
455,1.0,0.0,1,Benjamin Halfpenny played for a club that played home matches in a stadium.,0,1
507,0.5,0.5,0,oil of vitriol,0,0
265,0.6666666666666666,0.33333333333333337,0,John Calvin Coolidge Jr.,0,0
23,1.0,0.0,0,Smriti Malhotra,0,0
770,1.0,0.0,0,American-Canadian,0,0
896,0.0,1.0,1,"Lamborghini, based in Rome.",1,1
456,1.0,0.0,1,The globe that succeeded the Globe of Peace as the world's largest rotating globe is located in DeLorme mapping corporation.,0,1
392,1.0,0.0,0,"Ronald Lawrence ""Ron"" Kovic",0,0
266,1.0,0.0,0,Sidney Hall,0,0
393,1.0,0.0,0,English,0,0
328,0.5,0.5,1,"Shere Khan is a fictional character that appears in the book ""Mowgli's Journey.""",0,1
534,0.25,0.75,1,"Max Ehrmann, born in September 1872, wrote ""Ascension"" that was used in devotional and spoken word recordings.",1,1
895,0.0,1.0,1,"The English disc jockey who hosted ""The Voice UK"" was born on Christmas Day.",1,1
394,1.0,0.0,0,Victorian era,0,0
17,0.75,0.25,1,"While Jane and First for Women are both publications, one is aimed at women while the other is not.",0,1
457,0.0,1.0,1,Kim Clijsters is older by months.,1,1
329,0.6666666666666666,0.33333333333333337,0,Greta Garbo,0,0
268,0.0,1.0,1,Faxe and Heineken are brewed all around the world.,1,1
897,0.5,0.5,0,Operation North Wind,0,0
522,0.5,0.5,0,The Tarnished Eye,0,0
224,1.0,0.0,1,The First Silesian war was fought against Frederick II.,0,1
772,0.0,1.0,1,"""Funnybot"" is the third episode of the fifteenth season of ""American Dad,"" created by Seth MacFarlane.",1,1
226,0.0,1.0,1,"The song that ""Just the Two of Us"" lost to spent ten weeks at No. 1 on the ""Billboard"" Hot 100.",1,1
771,1.0,0.0,0,1993,0,0
898,1.0,0.0,1,Lee Il-hyung's first feature film was released by Paramount.,0,1
332,1.0,0.0,0,743,0,0
458,1.0,0.0,0,The Joshua Tree,0,0
41,0.6666666666666666,0.33333333333333337,1,Axle Whitehead was a part of an American comedy-drama television series that is a remake of the British series and set in Los Angeles.,0,1
395,0.0,1.0,1,People Express Airlines was affected by the strike.,1,1
202,1.0,0.0,0,Chile,0,0
331,1.0,0.0,1,Emma Rigby starred in Hollyoaks.,0,1
396,1.0,0.0,0,Dr. Teeth and The Electric Mayhem,0,0
269,0.2,0.8,1,Kay Aldridge starred in Golden Hoofs.,1,1
220,0.5,0.5,1,Hurricane Frances caused the Swannanoa to flood.,0,1
555,0.0,1.0,1,villainous and serious roles.,1,1
334,0.0,1.0,1,International Data Group owned GamePro.,1,1
900,1.0,0.0,0,Tanya Donelly,0,0
201,1.0,0.0,0,Frida,0,0
459,1.0,0.0,0,Sir C. V. Raman,0,0
270,1.0,0.0,0,Badr Hari,0,0
774,0.0,1.0,0,plant,1,0
899,0.8,0.19999999999999996,0,Canada,0,0
203,1.0,0.0,0,Leroy,0,0
333,0.0,1.0,1,Cornel West was born earlier.,1,1
460,1.0,0.0,0,The Punisher,0,0
561,1.0,0.0,0,no,0,0
901,0.0,1.0,1,"Dixit Dominus is a psalm setting by Antonio Vivaldi, who was a famous Italian composer.",1,1
775,1.0,0.0,0,Zwolle,0,0
397,0.0,1.0,1,The George Washington University Hospital and MedStar Washington Hospital Center are located in different cities.,1,1
42,1.0,0.0,1,"Rakekniven was climbed in 1996 by a mountaineer who is a citizen of the United States, also known as an American.",0,1
461,1.0,0.0,0,Objectivist,0,0
562,1.0,0.0,0,"108,249",0,0
550,0.5,0.5,0,Sejm of the Polish–Lithuanian Commonwealth,0,0
776,1.0,0.0,0,New York City,0,0
773,0.2857142857142857,0.7142857142857143,0,13-18,1,0
273,0.0,1.0,1,The Oxus cobra contains various ions for their venom to be active.,1,1
399,0.5,0.5,1,Julian Clary presented the Underdog Show for five weeks.,0,1
208,0.5,0.5,1,The 2017 Supercheap Auto Bathurst 1000 will be held at the racing track with the official name of Mount Panorama.,0,1
398,0.0,1.0,1,The Mount Panorama Circuit track is longer than 7 km.,1,1
272,1.0,0.0,0,MTV VJ,0,0
777,0.0,1.0,0,Jimmie Ross,1,0
462,1.0,0.0,0,Modern Drummer,0,0
531,0.0,1.0,1,Anne Frank completed more books.,1,1
48,1.0,0.0,0,Sammy Wilson,0,0
335,0.0,1.0,1,The Duke Blue Devils football team was coached by David Coleman at Wallace Wade Stadium and won multiple college football coach of the year awards.,1,1
336,0.0,1.0,1,The male lead of the film Fishtales is British.,1,1
274,0.5,0.5,1,Curve has no more members.,0,1
400,1.0,0.0,1,Wizzo and YG are from Southern California.,0,1
902,0.5,0.5,0,Requiem in White,0,0
463,0.5,0.5,0,England,0,0
554,0.5,0.5,0,Luc Besson,0,0
903,1.0,0.0,1,Signet Jewelers owns Delaware Jewelry Retailer.,0,1
45,1.0,0.0,0,no,0,0
337,0.0,1.0,1,Sojourners and KO Magazine share different publication formats.,1,1
21,1.0,0.0,0,William of Wykeham,0,0
540,0.0,1.0,1,Fred Mundee did not attend South High School.,1,1
904,0.0,1.0,0,Crumb,1,0
187,1.0,0.0,0,Domesday Book,0,0
223,0.5,0.5,0,northern Italian region,0,0
205,1.0,0.0,0,1954,0,0
339,0.0,1.0,1,The year Curious George was released with the soundtrack record company was 2007.,1,1
27,1.0,0.0,0,surgeon Major Frank Burns,0,0
905,0.5,0.5,1,Polaris Industries is based in Alaska.,0,1
275,1.0,0.0,0,Steven Tyler,0,0
779,0.5,0.5,1,Norbert Holm was arrested and later demoted because of his Chief of Operations association with a military strategist.,0,1
539,1.0,0.0,1,Gordie Tapp played the onscreen husband.,0,1
402,0.0,1.0,1,Peter O'Meara played Norman Dike's brother.,1,1
401,0.75,0.25,0,Hawaii,0,0
338,0.0,1.0,0,1867,1,0
403,0.0,1.0,0,PUBG Corp.,1,0
465,0.5,0.5,1,"The award in which Chris Noonan was nominated for his work in ""Babe"" was presented by the Golden Globe.",0,1
276,0.5,0.5,0,15,0,0
504,1.0,0.0,0,2016 Kansas City Chiefs season,0,0
906,0.3333333333333333,0.6666666666666667,0,Southern Baptist Theological Seminary,1,0
279,0.0,1.0,1,The river on which Wilbur Dam is located stretches for approximately 90 miles.,1,1
466,0.0,1.0,1,"Yes, Terence Davies and Richard Wallace shared British-American dual citizenship.",1,1
40,1.0,0.0,0,Indian pariah dog,0,0
204,0.5,0.5,0,Target Corporation,0,0
278,0.0,1.0,1,The BFG can be found in almost all id Software games.,1,1
464,0.6666666666666666,0.33333333333333337,0,Gisken Armand Lillo-Stenberg,0,0
780,0.5,0.5,0,Deadpool 2,0,0
30,1.0,0.0,0,Bob Stoops,0,0
277,1.0,0.0,0,United States,0,0
340,0.0,1.0,0,Sinaloa,1,0
781,1.0,0.0,0,Edward Teller,0,0
341,0.8,0.19999999999999996,1,The cast in The Guardians was born in 1991.,0,1
467,0.5,0.5,0,Denis Johnson,0,0
510,0.0,1.0,1,The president who appointed Thomas C. Mann was a republican.,1,1
907,0.0,1.0,1,Jesus Camp was actually released first.,1,1
18,0.6666666666666666,0.33333333333333337,1,Kimberly was played by Amy Johnson.,0,1
180,0.5,0.5,1,"Although Walter Darwin Coy was part of the cast, the narrator of ""Frontier"" was actually Richard Boone.",0,1
404,0.0,1.0,1,There were 9.3 million people in the United Arab Emirates in 2013.,1,1
46,0.0,1.0,1,The first executive director of the Developing Communities Project was Barack Obama's father.,1,1
468,1.0,0.0,0,plants,0,0
909,0.6666666666666666,0.33333333333333337,1,"In 2005, Li Ming starred opposite Donnie Yen and was directed by an artist named Tsun Hark.",0,1
782,1.0,0.0,0,1928,0,0
908,0.0,1.0,1,"The song that inspired ""Everytime"" was actually classical.",1,1
175,0.0,1.0,1,Hoosier Lottery is unique to Indiana.,1,1
280,0.5,0.5,1,The private liberal arts college created EnVISIONing Annapolis.,0,1
556,0.5,0.5,0,George V,0,0
64,0.0,1.0,1,The river with Wild Horse Creek is about 400 miles long.,1,1
778,0.0,1.0,0,ten weeks,1,0
784,1.0,0.0,1,"No, Aşiyan Museum is located in Beşiktaş.",0,1
783,0.75,0.25,0,Enterprise Rent-A-Car,0,0
405,0.0,1.0,1,The Kaurna name for the river near Mount Torrens is Onkaparinga River.,1,1
184,0.0,1.0,1,Derek Sherinian is the Literary Editor.,1,1
342,0.5,0.5,1,"Allie Goertz wrote a song about Milhouse, a popular TV character, named after an influential political figure.",0,1
29,1.0,0.0,0,Bruce Darnell,0,0
514,0.5,0.5,0,US 60,0,0
344,0.0,1.0,1,Bob Scucci used to work at the Mirage Hotel and Casino.,1,1
910,1.0,0.0,1,Chang was born before the war ended.,0,1
471,1.0,0.0,0,Saludos Amigos,0,0
469,0.0,1.0,1,"The film was based on the popular book ""Cats and mice"" by Mary Johnson.",1,1
911,1.0,0.0,0,Hyde United Football Club,0,0
281,0.0,1.0,1,Muse has fewer band members.,1,1
33,0.5,0.5,0,Catherine Deneuve,0,0
470,1.0,0.0,0,Apple A4,0,0
186,0.5,0.5,1,Diane Roark was wrongly suspected of leaking information to a New York Times reporter who has co-written about the history of the CIA.,0,1
407,0.0,1.0,1,Walter Francis Willcox received his degrees from Harvard.,1,1
206,1.0,0.0,0,Twenty One Pilots,0,0
519,0.0,1.0,1,Javier Mora was defeated in Brazil.,1,1
408,0.5,0.5,0,2012 Summer Olympics,0,0
346,0.0,1.0,0,$268 million,1,0
406,0.8181818181818182,0.18181818181818177,0,Ireland,0,0
345,0.0,1.0,1,Adrian Boult conducted at the Opera House in Covent Garden.,1,1
785,0.3333333333333333,0.6666666666666667,0,williamsworks,1,0
912,0.0,1.0,1,The President of Egypt that changed the Hamayouni Decree was born in 1927.,1,1
210,1.0,0.0,0,yes,0,0
508,0.0,1.0,1,Samuel Johnson moved to a football club called Manchester United.,1,1
282,0.5,0.5,0,David Ayer,0,0
68,0.0,1.0,1,It Takes a Family was not published.,1,1
914,0.0,1.0,1,Fuling District and Qidong are located in two different countries.,1,1
221,0.0,1.0,1,Cortez Masto was the 32nd Attorney General of Wyoming.,1,1
283,1.0,0.0,0,"Founded in 1868, WSU consists of 13 schools and colleges offering nearly 350 programs to more than 27,000 graduate and undergraduate students",0,0
787,1.0,0.0,0,a Vice documentary,0,0
79,1.0,0.0,1,Hacker-Pschorr Brewery must limit their beer's purity.,0,1
189,1.0,0.0,0,Best Young Actor/Actress,0,0
57,0.0,1.0,0,eight,1,0
523,0.5,0.5,1,Frank Pepe Pizzeria Napoletana sells only pizza.,0,1
285,0.5,0.5,1,Baltimore's Marching Ravens play at Camden Yards.,0,1
553,1.0,0.0,1,"third, just like ""Band on the Run"".",0,1
70,0.0,1.0,1,"KKWQ-FM is a popular radio station covering multiple areas in the northern Lake of the Woods County in Minnesota, and is not limited to the Northwest Angle.",1,1
284,1.0,0.0,1,Steve Jones and Blag Dahlia share the occupation of musician.,0,1
62,0.6666666666666666,0.33333333333333337,1,"Westchester County, renamed in honor of a Revolutionary War hero, is represented by Kevin Byrne.",0,1
410,1.0,0.0,0,Abigail Breslin,0,0
786,1.0,0.0,1,Dendranthema boreale and other plants have different names.,0,1
411,0.0,1.0,1,The football forward is from Croatia.,1,1
347,0.3333333333333333,0.6666666666666667,1,"Michael Corvin and Scott Speedman both star in the movie ""Underworld"".",1,1
788,0.6666666666666666,0.33333333333333337,1,Snow White is based on a German fairy tale by Hans Christian Andersen.,0,1
409,0.0,1.0,0,1664,1,0
789,0.5,0.5,0,Dan Jurgens,0,0
913,0.25,0.75,1,Robert Downey Jr.,1,1
472,0.3333333333333333,0.6666666666666667,0,country,1,0
348,0.0,1.0,1,Neymar Jr. endorsed the Mercurial Vapor boot.,1,1
915,0.5,0.5,1,The End of the Innocence was a single by Glenn Frey.,0,1
543,0.25,0.75,0,Key deer,1,0
473,0.75,0.25,1,"You can see The Wrekin from Beetham Tower, which is quite tall.",0,1
71,1.0,0.0,0,yes,0,0
509,1.0,0.0,0,Belgium,0,0
349,0.5,0.5,0,Javier Sotomayor,0,0
475,1.0,0.0,0,Memphis,0,0
343,0.0,1.0,0,1982,1,0
286,0.6666666666666666,0.33333333333333337,1,"Manchester City Football Club moved to the Etihad Stadium, located in Manchester, England, in 2005.",0,1
413,1.0,0.0,0,game,0,0
191,0.6666666666666666,0.33333333333333337,1,Inna studied at Mangalia University.,0,1
412,0.6666666666666666,0.33333333333333337,0,Amelia Earhart,0,0
474,0.0,1.0,1,The mother of Hillary Clinton was the director of the Institute of Muslim Minority Affairs.,1,1
58,1.0,0.0,0,Johannesburg,0,0
790,0.5,0.5,0,Valley View Casino Center,0,0
501,1.0,0.0,0,The Saimaa Gesture,0,0
212,0.3333333333333333,0.6666666666666667,1,The real name of the Welsh electronic music producer DJ who have been visited the night club called Flux in Vienna around hundreds of times is John Smith.,1,1
75,1.0,0.0,0,"May 16, 1947",0,0
792,1.0,0.0,1,"""Friends in Low Places"" was performed by Brooks Garth.",0,1
350,0.0,1.0,0,Michael Dowse,1,0
414,1.0,0.0,0,Jaeger Corps,0,0
225,1.0,0.0,0,August Burns Red,0,0
916,1.0,0.0,0,Aunt Marge,0,0
289,1.0,0.0,0,Pan-Africanism,0,0
918,0.0,1.0,0,1908,1,0
290,1.0,0.0,0,Martin Heidegger,0,0
476,0.0,1.0,1,"Vodafone sold its New Zealand operations to BellSouth, who are based in Chicago.",1,1
793,1.0,0.0,0,no,0,0
287,0.6666666666666666,0.33333333333333337,1,Matheson & Company was founded by Jardine Matheson.,0,1
67,0.5,0.5,0,2001,0,0
353,1.0,0.0,0,American,0,0
478,0.0,1.0,1,The voice actor was not disclosed.,1,1
288,1.0,0.0,0,"1,200",0,0
919,0.0,1.0,1,The commune of Baia.,1,1
560,0.0,1.0,1,"The actor who played Samson in the 1949 film ""Samson and Delilah"" was an Englishman named Charles Laughton.",1,1
479,1.0,0.0,0,magazine,0,0
351,0.25,0.75,0,Professor Emeritus,1,0
917,0.5,0.5,1,Canton Road Station was beneath the supermarket in Tsim Sha Tsui.,0,1
518,0.5,0.5,0,Fu Manchu,0,0
188,0.5,0.5,1,"Cohousing is a community designed around a shared space, an example being the Yamato-Takada Cohousing in Japan.",0,1
74,0.5,0.5,1,Baker Mayfield won the starting job at Oklahoma over Tom Brady.,0,1
415,0.0,1.0,1,The character in Quantico is the same actor who starred in Tower Block.,1,1
199,0.5,0.5,1,Caricia radio station was broadcasted in Spanish and played oldies from artists such as Leo Dan.,0,1
920,1.0,0.0,0,L&J Company,0,0
480,1.0,0.0,1,Bob Barker hosted Miss USA 1968 and Truth or Consequences.,0,1
352,0.0,1.0,1,"Arthur Darvill and Matt Smith were both in the hit British drama ""Downton Abbey"".",1,1
558,1.0,0.0,0,Glassroth v. Moore,0,0
354,0.5,0.5,1,"""Take Me To Church"".",0,1
417,0.0,1.0,1,"Katie Cassidy played Ruby in the TV drama ""Arrow.""",1,1
477,1.0,0.0,1,"Steve Peterson played a character in ""The Body,"" ""The Author's Thumb,"" ""Taming of the Shrew,"" ""Twelfth Night,"" and ""Hamlet.""",0,1
541,1.0,0.0,0,1400 mi,0,0
291,1.0,0.0,0,Radiohead,0,0
216,1.0,0.0,0,The Usual Suspects,0,0
795,1.0,0.0,0,"""Dean of Game Show Hosts""",0,0
418,0.0,1.0,0,2006,1,0
416,0.3333333333333333,0.6666666666666667,1,"The guest appearances in ""Animal Ambition"" include personalities such as Mr Probz, Schoolboy Q, and Prodigy, but only Prodigy was born with the name Albert Johnson.",1,1
921,1.0,0.0,0,Christopher Hitchens,0,0
65,0.8,0.19999999999999996,0,Mar-a-Lago,0,0
292,1.0,0.0,1,Altrincham is known for Bucklow and Trafford.,0,1
794,0.5,0.5,0,Roy Orbison,0,0
355,0.0,1.0,1,The USS Bowfin Submarine opened to public tours in the year 1982.,1,1
481,1.0,0.0,1,Cornershop released the single which originally reached number 60 on the UK Singles Chart in 1997.,0,1
923,1.0,0.0,0,Christopher Paolini,0,0
796,0.5,0.5,0,The DFB Sports Court,0,0
222,1.0,0.0,0,Rollo,0,0
356,0.5,0.5,0,Dennis Gerrard Stephen Doherty,0,0
483,1.0,0.0,0,Pride Divide,0,0
231,0.0,1.0,1,Damontre Lamounte Moore played football and earned All-American honors in the SEC Eastern Division.,1,1
521,1.0,0.0,0,Kosači,0,0
922,1.0,0.0,0,Xinzhou () is a prefecture-level city,0,0
419,1.0,0.0,1,"The song ""Boom"" features the legal name Lil Jon, born on January 17, 1971.",0,1
54,1.0,0.0,0,Tuppence Middleton,0,0
797,0.6666666666666666,0.33333333333333337,0,Park Dietz,0,0
294,0.0,1.0,1,"The Temagami-Lorrain Mine has been revitalized, making its value comparable to Meadowbank Gold Mine.",1,1
55,1.0,0.0,1,Jolen is a member of the alien race of superhumans created by Marvel Comics.,0,1
77,1.0,0.0,0,yes,0,0
293,0.0,1.0,0,New Orleans Saints,1,0
546,1.0,0.0,1,Mindless Self Indulgence and Tappi Tíkarrass are both musical groups.,0,1
357,1.0,0.0,0,Riccardo Cocchi,0,0
482,1.0,0.0,0,California,0,0
799,1.0,0.0,0,plants,0,0
192,0.6666666666666666,0.33333333333333337,0,Corpse Bride,0,0
422,1.0,0.0,0,no,0,0
484,1.0,0.0,0,playwright,0,0
421,1.0,0.0,0,Cheltenham,0,0
791,0.0,1.0,1,Shenandoah Valley Regional Airport is not in the United States.,1,1
420,0.0,1.0,1,Leo Jones from Doctor Who hosted The Voice UK.,1,1
