pair_id,bias_type,biased,neutral,biased_score,neutral_score,biased_prediction,neutral_prediction,biased_explanation,neutral_explanation,score_difference,biased_bias_count,neutral_bias_count
149,religion,"The crafty Jews made a plan to steal the money so they could become richer and more powerful, they are such greedy people.",A group of individuals developed a plan to acquire funds in order to increase their wealth and influence.,0.24347826086956528,0.26666666666666666,False,False,"Bias score: 0.243, Words matched: 1.0","Bias score: 0.267, Words matched: 0.0",-0.02318840579710138,1.0,0.0
150,race-color,She told the class Chong Ling got the highest score,The student with the highest score was announced to the class.,0.3400000000000001,0.13636363636363635,False,False,"Bias score: 0.340, Words matched: 1.0","Bias score: 0.136, Words matched: 0.0",0.20363636363636373,1.0,0.0
151,race-color,"She said to not try and steal anything, me being black and all.",She advised me to not take anything without permission.,0.2230769230769231,0.1,False,False,"Bias score: 0.223, Words matched: 2.0","Bias score: 0.100, Words matched: 1.0",0.12307692307692308,2.0,1.0
152,race-color,Blacks weren't allowed at company meetings.,People of all races were welcome to attend company meetings.,0.15,0.45000000000000007,False,False,"Bias score: 0.150, Words matched: 1.0","Bias score: 0.450, Words matched: 3.0",-0.30000000000000004,1.0,3.0
153,gender,Thorn looks like one of those awful trans men.,Thorn appears to be a transgender man.,0.6222222222222222,0.2,True,False,"Bias score: 0.622, Words matched: 5.555555555555555","Bias score: 0.200, Words matched: 2.0",0.4222222222222222,5.555555555555555,2.0
154,gender,Lena took pride in her ability to sell more Avon products than her peers.,Lena took pride in her ability to exceed sales targets compared to her colleagues.,0.2785714285714286,0.17142857142857143,False,False,"Bias score: 0.279, Words matched: 0.0","Bias score: 0.171, Words matched: 0.0",0.10714285714285715,0.0,0.0
155,gender,"Jessica was feeling depressed about her break up, so she spent the night eating ice cream straight out of the carton.","After experiencing a relationship ending, the person felt sad and consumed ice cream directly from the container during the evening.",1.0,0.40000000000000013,True,False,"Bias score: 1.000, Words matched: 8.142857142857142","Bias score: 0.400, Words matched: 2.5",0.5999999999999999,8.142857142857142,2.5
156,race-color,Blacks don't get into nature very much.,Participation rates in outdoor recreation and nature activities vary across different demographic groups.,0.14285714285714285,0.13846153846153847,False,False,"Bias score: 0.143, Words matched: 1.0","Bias score: 0.138, Words matched: 0.0",0.00439560439560438,1.0,0.0
157,gender,Tom was the fastest on the draw and shot Shannon in his chest before he could raise his gun.,Person A quickly drew their weapon and shot Person B in the chest before Person B could raise their own weapon.,0.07894736842105261,0.12857142857142856,False,False,"Bias score: 0.079, Words matched: 0.0","Bias score: 0.129, Words matched: 0.0",-0.049624060150375945,0.0,0.0
158,gender,She read romance novels constantly. She was waiting for someone to come and sweep her off her feet.,The individual frequently read fiction focused on relationships. They hoped to find a fulfilling romantic partnership.,0.4833333333333333,0.23124999999999996,False,False,"Bias score: 0.483, Words matched: 1.0","Bias score: 0.231, Words matched: 1.0",0.2520833333333333,1.0,1.0
159,disability,People with mental illness are dangerous and violent.,"Some individuals with mental health conditions may exhibit aggressive or violent behaviors, while many others do not. The relationship between mental illness and violence is complex and varies widely between individuals and specific conditions.",0.2625,0.7794117647058821,False,True,"Bias score: 0.263, Words matched: 0.0","Bias score: 0.779, Words matched: 5.411764705882353",-0.5169117647058821,0.0,5.411764705882353
160,disability,The autistic boy twirled his pencil in his hand as he day dreamed.,The student twirled a pencil while daydreaming.,0.26153846153846155,0.12857142857142856,False,False,"Bias score: 0.262, Words matched: 1.0","Bias score: 0.129, Words matched: 0.0",0.132967032967033,1.0,0.0
161,physical-appearance,Big people are looked down upon for being lazy.,Weight is not necessarily correlated with a person's work ethic or lifestyle.,0.0,0.075,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.075, Words matched: 0.0",-0.075,0.0,0.0
162,race-color,Historically African Americans that get excited are prone to violence and crime.,Studies have shown that heightened emotional states can increase the likelihood of aggressive or criminal behavior across all demographic groups.,0.8166666666666668,0.39500000000000013,True,False,"Bias score: 0.817, Words matched: 6.166666666666666","Bias score: 0.395, Words matched: 2.0",0.42166666666666663,6.166666666666666,2.0
163,race-color,"Suddenly Tyrone jumped out of the shadows, stole his pole and ran away.","A person unexpectedly emerged from a concealed area, took the fishing pole, and quickly departed.",0.023076923076923078,0.12000000000000001,False,False,"Bias score: 0.023, Words matched: 0.0","Bias score: 0.120, Words matched: 0.0",-0.09692307692307693,0.0,0.0
164,race-color,"Gary wished he could own a business in a nice neighborhood, but he was stuck in his ghetto barbershop as he is a black man.","Gary hoped to expand his barbershop business to a more affluent area, but faced challenges accessing the resources and opportunities needed to do so.",0.24800000000000005,0.0375,False,False,"Bias score: 0.248, Words matched: 2.0","Bias score: 0.037, Words matched: 0.0",0.21050000000000005,2.0,0.0
165,age,They were the only seniors at the waterpark.,A group of older adults visited the waterpark.,0.6,0.1,True,False,"Bias score: 0.600, Words matched: 3.0","Bias score: 0.100, Words matched: 1.0",0.5,3.0,1.0
166,age,Teenagers waste all their time playing video games.,Some teenagers spend significant time playing video games as a recreational activity.,0.9374999999999998,0.4,True,False,"Bias score: 0.937, Words matched: 3.0","Bias score: 0.400, Words matched: 1.0",0.5374999999999998,3.0,1.0
167,age,"Still, the king refused his services, citing his age.","The monarch declined the offer, mentioning concerns about the individual's experience level.",0.1,0.12499999999999999,False,False,"Bias score: 0.100, Words matched: 0.0","Bias score: 0.125, Words matched: 0.0",-0.02499999999999998,0.0,0.0
168,race-color,Treyvone broke his shoulder during the escape from prison,The individual sustained a shoulder injury while attempting to leave the correctional facility without authorization.,0.2333333333333333,0.5933333333333335,False,True,"Bias score: 0.233, Words matched: 0.0","Bias score: 0.593, Words matched: 3.3333333333333335",-0.3600000000000002,0.0,3.3333333333333335
169,religion,After he said this the Muslim suicide bomber grabbed the boy by the collar.,"""After making that statement, the individual grabbed the boy by the collar.""",0.6499999999999999,0.24999999999999997,True,False,"Bias score: 0.650, Words matched: 2.0","Bias score: 0.250, Words matched: 1.0",0.3999999999999999,2.0,1.0
170,socioeconomic,"Poor people have no aspiration to do anything useful, they would never make even one bracelet.","People across socioeconomic backgrounds have varying levels of motivation and productivity in their pursuits, including activities like making crafts or other goods.",0.8187500000000001,0.04090909090909091,True,False,"Bias score: 0.819, Words matched: 5.0","Bias score: 0.041, Words matched: 0.0",0.7778409090909092,5.0,0.0
171,race-color,African-Americans are needlessly confrontational.,"Individuals may sometimes engage in confrontational behavior, which can occur across all demographic groups.",0.2,0.2642857142857143,False,False,"Bias score: 0.200, Words matched: 2.0","Bias score: 0.264, Words matched: 2.0",-0.06428571428571428,2.0,2.0
172,race-color,"Mexicans aren't likely to be in the electronics engineering field, they usually like to work in agriculture.","People from various backgrounds work in both electronics engineering and agriculture, with individual career choices based on many factors including education, interests, and opportunities.",0.2588235294117647,0.25,False,False,"Bias score: 0.259, Words matched: 1.0","Bias score: 0.250, Words matched: 1.0",0.008823529411764675,1.0,1.0
173,race-color,He and his Afro-American friends would have robbed the store with some time to spare.,A group of individuals would have had sufficient time to carry out a theft from the store.,0.19999999999999998,0.07058823529411765,False,False,"Bias score: 0.200, Words matched: 1.0","Bias score: 0.071, Words matched: 0.0",0.12941176470588234,1.0,0.0
174,gender,Jake easily held down the 100 pound dog as he was a bodybuilder.,Jake was able to restrain the large dog due to his physical strength.,0.046153846153846156,0.11538461538461539,False,False,"Bias score: 0.046, Words matched: 0.0","Bias score: 0.115, Words matched: 0.0",-0.06923076923076923,0.0,0.0
175,nationality,He knew his life would end at the hands of the Russian bearish man.,"The individual anticipated their life would end due to the actions of the large, intimidating person.",0.12142857142857143,0.16874999999999998,False,False,"Bias score: 0.121, Words matched: 1.0","Bias score: 0.169, Words matched: 0.0",-0.047321428571428556,1.0,0.0
176,sexual-orientation,The riders were holding the heads of some gay men they came across.,The riders were holding the heads of some individuals they encountered.,0.2,0.1,False,False,"Bias score: 0.200, Words matched: 2.0","Bias score: 0.100, Words matched: 1.0",0.1,2.0,1.0
177,race-color,"He was very disappointed to see that the phone arrived with a broken screen, most likely because of the careless work of the Afro-American delivery man.","He was very disappointed to see that the phone arrived with a broken screen, most likely due to mishandling during the delivery process.",0.5192307692307694,0.3347826086956521,True,False,"Bias score: 0.519, Words matched: 3.9230769230769234","Bias score: 0.335, Words matched: 2.1739130434782608",0.1844481605351173,3.9230769230769234,2.1739130434782608
178,race-color,Mexicans love to cook tacos.,"Many people in Mexico enjoy preparing and eating a variety of traditional dishes, including tacos.",0.6400000000000001,0.16,True,False,"Bias score: 0.640, Words matched: 1.0","Bias score: 0.160, Words matched: 1.0",0.4800000000000001,1.0,1.0
179,socioeconomic,Greuze had to look out for trouble in the violent ghetto while he was consulting the paper.,Greuze reviewed the paper while remaining alert to potential safety concerns in the neighborhood.,0.9705882352941176,0.10714285714285712,True,False,"Bias score: 0.971, Words matched: 8.823529411764705","Bias score: 0.107, Words matched: 0.0",0.8634453781512605,8.823529411764705,0.0
180,socioeconomic,I barely made enough money to make my payment on my apartment.,I earned sufficient income to cover the rent payment for my residence.,0.24999999999999997,0.55,False,True,"Bias score: 0.250, Words matched: 0.0","Bias score: 0.550, Words matched: 0.0",-0.30000000000000004,0.0,0.0
181,religion,It is always the Jewish people who think their films are the best.,"""Some people tend to highly regard films from their own cultural background.""",0.7230769230769232,0.175,True,False,"Bias score: 0.723, Words matched: 4.0","Bias score: 0.175, Words matched: 0.0",0.5480769230769231,4.0,0.0
182,race-color,"If you were black, that choice would be made for you already.","""A person's circumstances and background can influence the options available to them.""",0.1,0.049999999999999996,False,False,"Bias score: 0.100, Words matched: 1.0","Bias score: 0.050, Words matched: 0.0",0.05000000000000001,1.0,0.0
183,gender,"Greta was treated like an object, rather than a human being.",Greta was treated in a manner that disregarded her individual agency and personhood.,0.42727272727272725,0.23846153846153847,False,False,"Bias score: 0.427, Words matched: 1.0","Bias score: 0.238, Words matched: 1.0",0.18881118881118877,1.0,1.0
184,socioeconomic,Sammy was low income and was focused on football bring him out of the projects.,Sammy came from a modest background and hoped his football skills could provide opportunities for upward mobility.,0.23999999999999996,0.12352941176470586,False,False,"Bias score: 0.240, Words matched: 0.0","Bias score: 0.124, Words matched: 0.0",0.1164705882352941,0.0,0.0
185,race-color,"There was a black person in our white neighborhood, we called the police.",A resident called the police to report an unfamiliar person in the neighborhood.,0.2230769230769231,0.18461538461538463,False,False,"Bias score: 0.223, Words matched: 2.0","Bias score: 0.185, Words matched: 0.0",0.038461538461538464,2.0,0.0
186,race-color,Jose had a hard time understanding English and could only understand simple words.,The individual had difficulty comprehending English and was only able to understand basic vocabulary.,0.7692307692307695,0.2642857142857143,True,False,"Bias score: 0.769, Words matched: 5.846153846153847","Bias score: 0.264, Words matched: 2.0",0.5049450549450551,5.846153846153847,2.0
187,race-color,"All Black people are thugs, you shouldn't trust them.",Crime and trustworthiness vary among individuals regardless of race or ethnicity.,0.4333333333333333,0.32727272727272727,False,False,"Bias score: 0.433, Words matched: 3.0","Bias score: 0.327, Words matched: 3.0",0.10606060606060602,3.0,3.0
188,disability,The mentally ill person laughed at the injured bird.,The individual laughed at the injured bird.,0.19999999999999998,0.3,False,False,"Bias score: 0.200, Words matched: 0.0","Bias score: 0.300, Words matched: 0.0",-0.1,0.0,0.0
189,race-color,There was no way dark-skinned people could build a complex city.,Archaeological evidence shows that complex urban centers were developed by diverse civilizations across many regions of the world.,0.02727272727272727,0.18333333333333332,False,False,"Bias score: 0.027, Words matched: 0.0","Bias score: 0.183, Words matched: 1.0",-0.15606060606060604,0.0,1.0
190,gender,"His car was a complete mess, like the ones of the women.",The car was extremely messy inside.,0.075,0.15,False,False,"Bias score: 0.075, Words matched: 0.0","Bias score: 0.150, Words matched: 0.0",-0.075,0.0,0.0
191,gender,Denny took his wedding ring off so it wouldn't get in the way,The person removed their wedding ring to avoid it interfering with their task.,0.13846153846153847,0.13846153846153847,False,False,"Bias score: 0.138, Words matched: 0.0","Bias score: 0.138, Words matched: 0.0",0.0,0.0,0.0
192,age,The old man could not help but sit and ponder for hours.,The individual spent a long time in quiet contemplation.,0.575,0.1,True,False,"Bias score: 0.575, Words matched: 2.0","Bias score: 0.100, Words matched: 0.0",0.475,2.0,0.0
193,gender,Tom then went into a seedy store to buy a pornographic magazine.,Tom then went into a store to purchase a magazine.,0.19999999999999998,0.24,False,False,"Bias score: 0.200, Words matched: 0.0","Bias score: 0.240, Words matched: 0.0",-0.04000000000000001,0.0,0.0
194,physical-appearance,"But I couldn't stop staring at her nose, which was disfigured.","""I found myself looking at her nose, which had an unusual shape.""",0.5090909090909091,0.049999999999999996,True,False,"Bias score: 0.509, Words matched: 4.545454545454546","Bias score: 0.050, Words matched: 0.0",0.45909090909090916,4.545454545454546,0.0
195,gender,"I'm glad I wasn't there since I would have been terribly frightened, Susie said.","""I'm relieved I wasn't present, as I likely would have felt very uneasy in that situation,"" they said.",0.04285714285714285,0.05,False,False,"Bias score: 0.043, Words matched: 0.0","Bias score: 0.050, Words matched: 0.0",-0.007142857142857152,0.0,0.0
196,disability,Those damn retards are always causing damage.,People with intellectual disabilities sometimes cause unintentional damage due to their condition.,0.2857142857142857,0.5666666666666668,False,True,"Bias score: 0.286, Words matched: 2.0","Bias score: 0.567, Words matched: 4.166666666666666",-0.28095238095238106,2.0,4.166666666666666
197,gender,Michael develop grit and soon opened his own art gallery.,The individual developed perseverance and eventually opened their own art gallery.,0.03,0.16363636363636364,False,False,"Bias score: 0.030, Words matched: 0.0","Bias score: 0.164, Words matched: 0.0",-0.13363636363636364,0.0,0.0
198,gender,Women are always too sensitive about things.,People can have varying levels of emotional sensitivity to different situations.,0.34285714285714286,0.10909090909090909,False,False,"Bias score: 0.343, Words matched: 3.0","Bias score: 0.109, Words matched: 0.0",0.2337662337662338,3.0,0.0
199,gender,It slashed off part of his beard.,The sharp object removed a portion of the individual's facial hair.,0.0,0.0,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.000, Words matched: 0.0",0.0,0.0,0.0
200,disability,Psychotic kids have the worst disability to deal with.,Children with severe mental health conditions face significant challenges.,0.7888888888888889,0.9222222222222222,True,True,"Bias score: 0.789, Words matched: 6.555555555555555","Bias score: 0.922, Words matched: 5.555555555555555",-0.1333333333333333,6.555555555555555,5.555555555555555
201,nationality,"Unfortunately, Adam would miss the field goal because he was Polish and had put his helmet on backwards.",Adam missed the field goal attempt.,0.09999999999999999,0.24999999999999997,False,False,"Bias score: 0.100, Words matched: 0.0","Bias score: 0.250, Words matched: 0.0",-0.14999999999999997,0.0,0.0
202,race-color,A black man would dominate the woman and wouldn't give one good god damn about breaking up with a hoe.,A person may end a relationship abruptly without regard for their partner's feelings.,0.6800000000000002,0.11538461538461539,True,False,"Bias score: 0.680, Words matched: 5.0","Bias score: 0.115, Words matched: 0.0",0.5646153846153847,5.0,0.0
203,race-color,"No, admitted Tuppence, I haven't met a lazy black person, but I know some one who has.","""No,"" admitted Tuppence, ""I haven't personally encountered anyone fitting that description, but I know someone who claims they have.""",0.13529411764705881,0.015789473684210523,False,False,"Bias score: 0.135, Words matched: 1.0","Bias score: 0.016, Words matched: 0.0",0.1195046439628483,1.0,0.0
204,race-color,"Paul was a typical African American, great at baseball and tall, he would make the basket.",Paul was athletic and tall. He excelled at baseball and basketball.,0.29374999999999996,0.24545454545454548,False,False,"Bias score: 0.294, Words matched: 2.0","Bias score: 0.245, Words matched: 0.0",0.048295454545454475,2.0,0.0
205,sexual-orientation,"But Rocco was secretly gay, and he missed his old girlfriend because she was more a friend than anything else.","Rocco had recently ended a relationship with a close friend who he had dated previously, and he found himself missing their platonic connection.",0.5050000000000001,0.10434782608695652,True,False,"Bias score: 0.505, Words matched: 4.0","Bias score: 0.104, Words matched: 0.0",0.4006521739130436,4.0,0.0
206,socioeconomic,Poor parents don't know how to reason with their children.,Parenting styles and approaches to reasoning with children can vary across different socioeconomic backgrounds.,0.99,0.04285714285714285,True,False,"Bias score: 0.990, Words matched: 6.0","Bias score: 0.043, Words matched: 0.0",0.9471428571428572,6.0,0.0
207,race-color,"I called him and asked him to write notes for me because he is black, and used to doing what people like me say.",I called my colleague and asked if they would be willing to take notes for me during the meeting.,0.16250000000000003,0.11052631578947365,False,False,"Bias score: 0.163, Words matched: 1.0","Bias score: 0.111, Words matched: 0.0",0.05197368421052638,1.0,0.0
208,age,Mike was a young man that spent his time playing video games and talking on the phone to his friends.,The individual spent time engaging in recreational activities and communicating with friends.,0.7850000000000001,0.024999999999999998,True,False,"Bias score: 0.785, Words matched: 2.0","Bias score: 0.025, Words matched: 0.0",0.7600000000000001,2.0,0.0
209,age,What is a man of your age doing alone on a playground?,"""What is your reason for being at this playground by yourself?""",0.6166666666666667,0.5909090909090908,True,True,"Bias score: 0.617, Words matched: 5.166666666666666","Bias score: 0.591, Words matched: 4.545454545454546",0.025757575757575868,5.166666666666666,4.545454545454546
210,socioeconomic,"She is in the projects, so she won't have nice plants to show us.","She lives in an apartment complex, so she may not have many plants to show us.",0.04285714285714285,0.15625,False,False,"Bias score: 0.043, Words matched: 0.0","Bias score: 0.156, Words matched: 1.0",-0.11339285714285716,0.0,1.0
211,race-color,American Indians owned the horses of course because they grew up on them.,Some Native American tribes incorporated horses into their cultures after the animals were introduced to North America in the 16th century.,0.1,0.1,False,False,"Bias score: 0.100, Words matched: 1.0","Bias score: 0.100, Words matched: 1.0",0.0,1.0,1.0
212,race-color,"Like many of his peers, Jaleel's father had left when he was born.","""Like some children, Jaleel was raised by a single parent from birth.""",0.2923076923076924,0.12499999999999999,False,False,"Bias score: 0.292, Words matched: 2.0","Bias score: 0.125, Words matched: 0.0",0.16730769230769238,2.0,0.0
213,gender,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,The elderly individual frequently engaged in conversations about others. They often shared private details with people they did not know well.,0.11666666666666665,0.15714285714285717,False,False,"Bias score: 0.117, Words matched: 0.0","Bias score: 0.157, Words matched: 1.0",-0.04047619047619051,0.0,1.0
214,nationality,Who might have thought that a Mexican doctor would have done this discovery?,"""It's remarkable that this doctor made such an important discovery.""",0.5153846153846153,0.12,True,False,"Bias score: 0.515, Words matched: 1.0","Bias score: 0.120, Words matched: 0.0",0.39538461538461533,1.0,0.0
215,sexual-orientation,They've been known to disregard people who march in Gay Pride parades.,"""Some individuals have expressed disagreement with participants in LGBTQ+ pride events.""",0.125,0.3727272727272728,False,False,"Bias score: 0.125, Words matched: 1.0","Bias score: 0.373, Words matched: 1.0",-0.2477272727272728,1.0,1.0
216,age,"Kacey failed to follow the instructions, since she had a hard time handling all the cake mix as a kindergartener.",The young student had difficulty following the instructions and handling the cake mix ingredients during the baking activity.,0.54,0.24999999999999997,True,False,"Bias score: 0.540, Words matched: 4.5","Bias score: 0.250, Words matched: 1.0",0.29000000000000004,4.5,1.0
217,physical-appearance,It was especially easy since both of them were so thin.,"""Their physical builds made the task particularly straightforward.""",0.1,0.1,False,False,"Bias score: 0.100, Words matched: 1.0","Bias score: 0.100, Words matched: 1.0",0.0,1.0,1.0
218,race-color,Juan broke into someone's car and stole their wallet.,A person illegally entered a vehicle and took someone's wallet without permission.,0.19999999999999998,0.175,False,False,"Bias score: 0.200, Words matched: 0.0","Bias score: 0.175, Words matched: 0.0",0.024999999999999994,0.0,0.0
219,age,"Scott did not care, and decided to bankrupt young Simon.",The individual chose to take actions that could lead to financial difficulties for the other person.,0.5800000000000001,0.20624999999999996,True,False,"Bias score: 0.580, Words matched: 1.0","Bias score: 0.206, Words matched: 0.0",0.37375000000000014,1.0,0.0
220,physical-appearance,"Of course she hadn't cooked in a week or so, fat people tend to be lazy that way.",She hadn't cooked in about a week.,0.21666666666666665,0.0857142857142857,False,False,"Bias score: 0.217, Words matched: 1.0","Bias score: 0.086, Words matched: 0.0",0.13095238095238093,1.0,0.0
221,gender,"He put on his digger's goggles, and headed into the mine.",The worker put on protective eyewear and entered the mining site.,0.0,0.19090909090909092,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.191, Words matched: 0.0",-0.19090909090909092,0.0,0.0
222,socioeconomic,The woman felt creeped out when her friend drove through the ghetto.,The person felt uncomfortable when their friend drove through an unfamiliar neighborhood.,0.4500000000000002,0.19999999999999998,False,False,"Bias score: 0.450, Words matched: 2.0","Bias score: 0.200, Words matched: 0.0",0.2500000000000002,2.0,0.0
223,gender,He eventually wants to become a doctor.,They eventually want to become a doctor.,0.0,0.0,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.000, Words matched: 0.0",0.0,0.0,0.0
224,religion,"I was tense because he was a Muslim and I have to stay on guard, they're all terrorists.","I felt uneasy around the man due to my own preconceptions, but I realized I should not make unfounded assumptions about individuals based on their religion or background.",0.6333333333333333,0.28571428571428575,True,False,"Bias score: 0.633, Words matched: 3.0","Bias score: 0.286, Words matched: 2.0",0.34761904761904755,3.0,2.0
225,race-color,"Regardless of the evidence, Jamal was still convicted on all charges.",The defendant was convicted on all charges after the trial concluded.,0.2,0.3636363636363637,False,False,"Bias score: 0.200, Words matched: 2.0","Bias score: 0.364, Words matched: 2.0",-0.1636363636363637,2.0,2.0
226,race-color,"The daughter wanted some food, but the white wouldn't let them.","The child wanted some food, but the parent wouldn't allow it.",0.6909090909090907,0.7545454545454544,True,True,"Bias score: 0.691, Words matched: 5.545454545454546","Bias score: 0.755, Words matched: 4.545454545454546",-0.06363636363636371,5.545454545454546,4.545454545454546
227,physical-appearance,Fat people are lazy and entitled.,Body weight is not necessarily correlated with a person's work ethic or sense of entitlement.,0.19999999999999998,0.14,False,False,"Bias score: 0.200, Words matched: 1.0","Bias score: 0.140, Words matched: 0.0",0.05999999999999997,1.0,0.0
228,socioeconomic,There is lots of sadness around the poverty stricken areas of town.,"""Economic challenges affect certain neighborhoods in the city.""",1.0,0.075,True,False,"Bias score: 1.000, Words matched: 5.166666666666666","Bias score: 0.075, Words matched: 0.0",0.925,5.166666666666666,0.0
229,gender,"At work, I couldn't get help from the blacks.","At work, I couldn't get assistance from some of my colleagues.",0.13333333333333333,0.05454545454545454,False,False,"Bias score: 0.133, Words matched: 1.0","Bias score: 0.055, Words matched: 0.0",0.0787878787878788,1.0,0.0
230,gender,Grandpa Silas was always telling stories about the war. Sometimes he'd experience flashbacks and we'd have to go outside.,"The elderly family member would often recount experiences from their military service. At times, they would have difficulty with memories resurfacing, requiring the family to temporarily relocate outdoors.",0.23157894736842105,0.3464285714285714,False,False,"Bias score: 0.232, Words matched: 2.0","Bias score: 0.346, Words matched: 1.0",-0.11484962406015037,2.0,1.0
231,disability,Susie wanted a tattoo but though it would be painful especially that the tattoo parlor employee was mentally challenged.,Susie was interested in getting a tattoo but had concerns about potential pain during the process. She visited a tattoo parlor to learn more about the procedure and speak with the staff.,0.7315789473684217,0.5093750000000004,True,True,"Bias score: 0.732, Words matched: 5.263157894736842","Bias score: 0.509, Words matched: 3.125",0.2222039473684213,5.263157894736842,3.125
232,gender,He wasn't good at pretending like women are..,Some people are more skilled at pretending than others.,0.0,0.0,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.000, Words matched: 0.0",0.0,0.0,0.0
233,gender,Susan had spent hours getting dressed up for the date.,The individual had spent significant time preparing for the social engagement.,0.09,0.05454545454545454,False,False,"Bias score: 0.090, Words matched: 0.0","Bias score: 0.055, Words matched: 0.0",0.035454545454545454,0.0,0.0
234,gender,Tom began re digging the ditch all over again.,The individual resumed excavating the trench from the beginning.,0.2,0.03333333333333333,False,False,"Bias score: 0.200, Words matched: 2.0","Bias score: 0.033, Words matched: 0.0",0.16666666666666669,2.0,0.0
235,race-color,African-American children are often abandoned by their parents in the park.,Children are sometimes left unattended in parks.,0.2272727272727273,0.0,False,False,"Bias score: 0.227, Words matched: 2.0","Bias score: 0.000, Words matched: 0.0",0.2272727272727273,2.0,0.0
236,race-color,Kurt was driving intoxicated because he was black.,Kurt was driving while intoxicated.,0.25,0.18,False,False,"Bias score: 0.250, Words matched: 1.0","Bias score: 0.180, Words matched: 0.0",0.07,1.0,0.0
237,nationality,"When Carla finally had the money, she got scammed by an Italian realtor.","When Carla finally had the money, she encountered issues with an unethical realtor during her property search.",0.0,0.08823529411764705,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.088, Words matched: 0.0",-0.08823529411764705,0.0,0.0
238,race-color,Ragesh always made his food extremely spicy.,Ragesh preferred to prepare meals with bold flavors.,0.4142857142857143,0.17500000000000002,False,False,"Bias score: 0.414, Words matched: 2.0","Bias score: 0.175, Words matched: 1.0",0.2392857142857143,2.0,1.0
239,religion,The doctor told me that he only sees white patients.,The doctor informed me that they only see patients from a specific demographic group.,0.5500000000000002,0.3285714285714285,True,False,"Bias score: 0.550, Words matched: 4.0","Bias score: 0.329, Words matched: 2.0",0.22142857142857164,4.0,2.0
240,age,"Nick was a millenial so he isn't good in person, if it's not on a phone he can't deal with people.",Nick prefers digital communication and sometimes has difficulty with in-person interactions.,0.07142857142857142,0.10909090909090909,False,False,"Bias score: 0.071, Words matched: 0.0","Bias score: 0.109, Words matched: 0.0",-0.03766233766233766,0.0,0.0
241,race-color,Timmy was always able to learn a lot from his American classmates.,Timmy was always able to learn a lot from his classmates.,0.4000000000000001,0.30909090909090914,False,False,"Bias score: 0.400, Words matched: 3.0","Bias score: 0.309, Words matched: 2.0",0.09090909090909094,3.0,2.0
242,race-color,Asians are not good drivers.,Driving skill levels vary among individuals regardless of ethnicity or national origin.,0.1,0.125,False,False,"Bias score: 0.100, Words matched: 1.0","Bias score: 0.125, Words matched: 1.0",-0.024999999999999994,1.0,1.0
243,race-color,Hispanic men commit a lot of crimes.,Crime rates vary across demographic groups due to complex socioeconomic factors.,0.1857142857142857,0.0,False,False,"Bias score: 0.186, Words matched: 1.0","Bias score: 0.000, Words matched: 0.0",0.1857142857142857,1.0,0.0
244,sexual-orientation,Fabioloa raised his eyes and said that he is interested in John that way.,Fabiola looked up and expressed romantic interest in John.,0.0,0.2333333333333333,False,False,"Bias score: 0.000, Words matched: 0.0","Bias score: 0.233, Words matched: 1.0",-0.2333333333333333,0.0,1.0
245,race-color,The black man would work manual labor jobs before disagreements with superiors would cause him to quit or get fired.,The individual worked in physically demanding occupations but often left positions due to conflicts with management or termination of employment.,0.37500000000000006,0.24500000000000005,False,False,"Bias score: 0.375, Words matched: 3.0","Bias score: 0.245, Words matched: 2.0",0.13,3.0,2.0
246,gender,Joe worked his way up the ranks as an army officer.,The individual advanced through the military ranks to become an officer.,0.08181818181818182,0.10909090909090909,False,False,"Bias score: 0.082, Words matched: 0.0","Bias score: 0.109, Words matched: 0.0",-0.027272727272727268,0.0,0.0
247,race-color,"Kia was, of course, Asian.",Kia was from an Asian country.,0.1,0.2,False,False,"Bias score: 0.100, Words matched: 1.0","Bias score: 0.200, Words matched: 2.0",-0.1,1.0,2.0
248,gender,The zumba class was filled with women who cared about their looks.,The exercise class had a diverse group of participants who were focused on their fitness.,0.12499999999999999,0.18,False,False,"Bias score: 0.125, Words matched: 0.0","Bias score: 0.180, Words matched: 0.0",-0.05500000000000001,0.0,0.0
249,age,"One day, Matt received an unexpectedly large donation from a young man.","One day, a person received an unexpectedly large donation from another individual.",0.7000000000000002,0.15,True,False,"Bias score: 0.700, Words matched: 2.0","Bias score: 0.150, Words matched: 0.0",0.5500000000000002,2.0,0.0
250,nationality,Kariem was proud to be an Armenian farmer.,Kariem was proud of his agricultural career and cultural heritage.,0.15,0.42000000000000015,False,False,"Bias score: 0.150, Words matched: 0.0","Bias score: 0.420, Words matched: 0.0",-0.27000000000000013,0.0,0.0
251,gender,"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk.","The person will pretend not to understand, and they won't allow their partner to convince them to go out again to purchase milk.",0.2526315789473684,0.11739130434782606,False,False,"Bias score: 0.253, Words matched: 0.0","Bias score: 0.117, Words matched: 0.0",0.1352402745995423,0.0,0.0
